id;Titre;Type de dossier;Date initiale;URL du dossier;État du dossier;Décision du CC;Date de la décision;Date de promulgation;Numéro de la loi;Thèmes;total_amendements;total_mots;short_title;loi_dite;assemblee_id
pjl17-062;projet de loi autorisant l'approbation du protocole additionnel à l'accord entre la France et l'Allemagne relatif à la coopération dans leurs zones frontalières entre les autorités de police et les autorités douanières concernant l'emploi transfrontalier d'aéronefs;projet de loi;2017-11-02;https://www.senat.fr/dossier-legislatif/pjl17-062.html;promulgué;;;2018-04-20;Loi n° 2018-281 du 19 avril 2018;Affaires étrangères et coopération,Police et sécurité,Union européenne;0;0;Accord concernant l'emploi transfrontalier d'aéronefs;;15-accord_allemagne_emploi_transfrontalier_aeronefs
pjl19-222;projet de loi autorisant l'approbation de la convention entre le Gouvernement de la République française, la région flamande et la région wallonne relative à l'aménagement de la Lys mitoyenne entre Deûlémont en France et Menin en Belgique;projet de loi;2020-01-06;https://www.senat.fr/dossier-legislatif/pjl19-222.html;promulgué;;;2021-01-28;Loi n° 2021-67 du 27 janvier 2021;Affaires étrangères et coopération,Traités et conventions;0;0;Aménagement de la Lys mitoyenne entre Deûlémont et Menin;;15-convention_lys_deulemont_menin
pjl07-153;projet de loi autorisant l'approbation de l'accord entre la France et l'Organisation internationale ITER concernant le siège, les privilèges et les immunités de l'Organisation ITER sur le territoire français;projet de loi;2008-01-03;https://www.senat.fr/dossier-legislatif/pjl07-153.html;promulgué;;;2008-02-15;Loi n° 2008-135 du 13 février 2008;Affaires étrangères et coopération,Traités et conventions,Recherche, sciences et techniques;0;0;ITER;;13-iter
pjl14-222;projet de loi adaptation et à l'entrée en vigueur de certaines dispositions du code général des collectivités territoriales, du code général des impôts et d'autres dispositions législatives applicables à la métropole de Lyon;projet de loi;2015-01-14;https://www.senat.fr/dossier-legislatif/pjl14-222.html;promulgué;;;2015-04-04;Loi n° 2015-381 du 3 avril 2015;Collectivités territoriales,Économie et finances, fiscalité;3;20413;Métropole de Lyon;;14-dispositions_legislatives_metropole_Lyon
pjl10-450;projet de loi autorisant l'approbation de l'accord entre le Gouvernement de la République française et le Gouvernement de la Région administrative spéciale de Hong Kong de la République populaire de Chine en vue d'éviter les doubles impositions;projet de loi;2011-04-20;https://www.senat.fr/dossier-legislatif/pjl10-450.html;promulgué;;;2011-10-14;Loi n° 2011-1283 du 13 octobre 2011;Affaires étrangères et coopération,Économie et finances, fiscalité;0;9314;Accord France - Hong Kong;;13-Hong_Kong_doubles_impositions
ppl17-699;proposition de loi visant à instituer un médiateur territorial dans certaines collectivités territoriales;proposition de loi;2018-07-30;https://www.senat.fr/dossier-legislatif/ppl17-699.html;;;;;;Collectivités territoriales;13;14267;Instituer un médiateur territorial dans certaines collectivités;;15-mediateur_territorial_collectivites_territoriales
pjl08-160;projet de loi autorisant la ratification du traité sur le droit des brevets;projet de loi;2009-01-14;https://www.senat.fr/dossier-legislatif/pjl08-160.html;promulgué;;;2009-07-25;Loi n° 2009-892 du 24 juillet 2009;Affaires étrangères et coopération,Traités et conventions,Entreprises;0;45883;Brevets;;13-droit_brevets
15-limite_decente_ecarts_revenu;Limite décente des écarts de revenu;proposition de loi;2020-06-16;http://www.assemblee-nationale.fr/dyn/15/dossiers/limite_decente_ecarts_revenu;;;;;;;22;0;Limite décente des écarts de revenu;;15-limite_decente_ecarts_revenu
pjl19-717;projet de loi autorisant l'approbation de l'accord portant reconnaissance réciproque et échange des permis de conduire entre la France et le Qatar et de l'accord portant reconnaissance réciproque et échange des permis de conduire entre la France et la Chine;projet de loi;2020-09-23;https://www.senat.fr/dossier-legislatif/pjl19-717.html;promulgué;;;2021-04-22;Loi n° 2021-477 du 21 avril 2021;Affaires étrangères et coopération;0;0;Accords France-Qatar et France-Chine;;15-reconnaissance_des_permis_de_conduire_entre_la_france_le_qatar_et_la_chine
ppl18-517;proposition de loi tendant à instituer une carte Vitale biométrique;proposition de loi;2019-05-21;https://www.senat.fr/dossier-legislatif/ppl18-517.html;;;;;;Questions sociales et santé;5;18223;Carte Vitale biométrique;;15-carte_vitale_biometrique
pjl17-006;projet de loi autorisant la ratification du protocole sur les privilèges et immunités de la juridiction unifiée du brevet;projet de loi;2017-08-09;https://www.senat.fr/dossier-legislatif/pjl17-006.html;promulgué;;;2017-12-31;Loi n° 2017-1840 du 30 décembre 2017;Affaires étrangères et coopération,Union européenne,Traités et conventions,PME, commerce et artisanat;0;23442;Protocole relatif à la juridiction unifiée du brevet;;15-privileges_juridiction_unifiee_brevet
pjl15-861;projet de loi relatif à une liaison ferroviaire entre Paris et l'aéroport Paris-Charles de Gaulle;projet de loi;2016-07-06;https://www.senat.fr/dossier-legislatif/pjl15-861.html;promulgué;;;2016-12-29;Loi n° 2016-1887 du 28 décembre 2016;Collectivités territoriales,Transports;17;82363;Liaison ferroviaire Paris-aéroport Charles de Gaulle;;14-liaison_ferroviaire_paris_aeroport_cdg
ppl18-285;proposition de loi tendant à renforcer les synergies entre les conseils municipaux et les conseils communautaires;proposition de loi;2019-02-05;https://www.senat.fr/dossier-legislatif/ppl18-285.html;;;;;;Collectivités territoriales,Pouvoirs publics et Constitution;48;33394;Synergies entre les conseils municipaux et communautaires;;15-synergies_conseils_municipaux_conseils_communautaires
ppl18-577;proposition de loi organique visant à garantir une République de proximité en rendant possible le cumul de mandats;proposition de loi;2019-06-14;https://www.senat.fr/dossier-legislatif/ppl18-577.html;;;;;;Pouvoirs publics et Constitution;0;0;Garantir une République de proximité (texte organique);;
ppl11-033;proposition de loi relative à la simplification du droit et à l'allègement des démarches administratives;proposition de loi;2011-07-28;https://www.senat.fr/dossier-legislatif/ppl11-033.html;promulgué;partiellement conforme;2012-03-15;2012-03-23;Loi n° 2012-387 du 22 mars 2012;Pouvoirs publics et Constitution,Justice;530;198149;Simplification du droit;loi Warsmann;13-simplification_droit_allegements_demarches_administratives
pjl13-706;projet de loi Améliorer le respect des obligations fiscales à l'échelle internationale et de mettre en oeuvre la loi relative au respect des obligations fiscales concernant les comptes étrangers (dite « loi FATCA »);projet de loi;2014-07-09;https://www.senat.fr/dossier-legislatif/pjl13-706.html;promulgué;;;2014-09-30;Loi n° 2014-1098 du 29 septembre 2014;Affaires étrangères et coopération,Économie et finances, fiscalité;1;13483;Comptes bancaires étrangers;;14-accord_USA_loi_FATCA
ppl17-640;proposition de loi constitutionnelle visant à développer une démocratie directe et citoyenne, à moraliser la vie politique et à rénover les institutions de la Vème République;proposition de loi;2018-07-05;https://www.senat.fr/dossier-legislatif/ppl17-640.html;;;;;;Pouvoirs publics et Constitution;0;0;Rénovation des institutions de la Vème République;;
15-prime_climat_lutte_precarite_energetique;Prime pour le climat et lutte contre la précarité énergétique;proposition de loi;2019-10-22;http://www.assemblee-nationale.fr/dyn/15/dossiers/prime_climat_lutte_precarite_energetique;;;;;;;82;0;Prime pour le climat et lutte contre la précarité énergétique;;15-prime_climat_lutte_precarite_energetique
pjl07-207;projet de loi autorisant la ratification de l'accord de transport aérien entre la Communauté européenne et ses Etats membres, d'une part, et les Etats-Unis d'Amérique, d'autre part;projet de loi;2008-01-30;https://www.senat.fr/dossier-legislatif/pjl07-207.html;promulgué;;;2008-04-08;Loi n° 2008-325 du 7 avril 2008;Traités et conventions,Transports;0;5083;Etats-Unis;;13-transport_aerien_etats_unis_cee
ppl18-173;proposition de loi visant à répondre à la colère des Françaises et des Français : pour plus de justice et d'égalité;proposition de loi;2018-12-03;https://www.senat.fr/dossier-legislatif/ppl18-173.html;;;;;;Société,Économie et finances, fiscalité,Questions sociales et santé;0;0;Répondre à la colère des Françaises et des Français;;
pjl13-295;projet de loi portant diverses dispositions d'adaptation au droit de l'Union européenne dans le domaine de la santé;projet de loi;2013-08-02;https://www.senat.fr/dossier-legislatif/pjl13-295.html;promulgué;;;2014-02-25;Loi n° 2014-201 du 24 février 2014;Union européenne,Questions sociales et santé;38;23290;Santé et Union européenne;;14-diverses_dispositions_adaptation_droit_Union_europeenne_sante
pjl17-710;projet de loi autorisant l'approbation de l'accord entre la France et la Suisse portant modification de l'annexe 1 à la convention du 13 septembre 1965 relative à l'extension en territoire français du domaine de l'Organisation européenne pour la recherche nucléaire;projet de loi;2018-09-06;https://www.senat.fr/dossier-legislatif/pjl17-710.html;promulgué;;;2019-10-01;Loi n° 2019-1006 du 30 septembre 2019;Affaires étrangères et coopération,Traités et conventions,Recherche, sciences et techniques;0;5906;Accord France-Suisse sur l'organisation européenne pour la recherche nucléaire;;15-accord_suisse_organisation_europeenne_recherche_nucleaire
ppl08-373;proposition de loi tendant à modifier l'ordonnance n° 58 1100 du 17 novembre 1958 relative au fonctionnement des assemblées parlementaires et à compléter le code de justice administrative;proposition de loi;2009-03-24;https://www.senat.fr/dossier-legislatif/ppl08-373.html;promulgué;;;2009-06-16;Loi n° 2009-689 du 15 juin 2009;Pouvoirs publics et Constitution,Justice;15;15730;Parlement;;13-modif_ord581100
pjl13-376;projet de loi relatif à l'artisanat, au commerce et aux très petites entreprises;projet de loi;2013-08-21;https://www.senat.fr/dossier-legislatif/pjl13-376.html;promulgué;;;2014-06-19;Loi n° 2014-626 du 18 juin 2014;Économie et finances, fiscalité,Entreprises;888;162747;Artisanat, commerce et très petites entreprises;;14-Commerce_tpe
ppl18-120;proposition de loi relative aux conditions d'exercice du mandat des membres des instances représentatives des Français établis hors de France;proposition de loi;2018-11-13;https://www.senat.fr/dossier-legislatif/ppl18-120.html;;;;;;Pouvoirs publics et Constitution;0;0;Instances représentatives des Français établis hors de France;;
pjl14-560;projet de loi autorisant la ratification de l'accord de partenariat économique d'étape entre la Côte d'Ivoire, d'une part, et la Communauté européenne et ses États membres, d'autre part;projet de loi;2013-06-19;https://www.senat.fr/dossier-legislatif/pjl14-560.html;promulgué;;;2015-10-20;Loi n° 2015-1303 du 19 octobre 2015;Affaires étrangères et coopération,Union européenne,Entreprises;0;0;Partenariat économique avec la Côte d'Ivoire;;14-partenariat_economique_UE_Cote_d_Ivoire
pjl14-695;projet de loi autorisant l'approbation de l'accord entre la France et la Russie sur le règlement lié à la cessation relatif à la coopération dans le domaine de la construction de bâtiments de projection et de commandement;projet de loi;2015-08-26;https://www.senat.fr/dossier-legislatif/pjl14-695.html;promulgué;;;2015-10-10;Loi n° 2015-1254 du 9 octobre 2015;Affaires étrangères et coopération,Traités et conventions,Économie et finances, fiscalité;0;79927;Cessation d'accord France-Russie;;14-accord_russie_non-livraison_mistral
ppl18-482;proposition de loi relative à la création du Centre national de la musique;proposition de loi;2019-03-27;https://www.senat.fr/dossier-legislatif/ppl18-482.html;promulgué;;;2019-10-31;Loi n° 2019-1100 du 30 octobre 2019;Culture;375;141229;Création du Centre national de la musique;;15-creation_centre_national_musique
15-lanceurs_centre_spatial_guyanais;Exploitation de lanceurs au Centre spatial guyanais;projet de loi;2020-11-25;http://www.assemblee-nationale.fr/dyn/15/dossiers/lanceurs_centre_spatial_guyanais;;;;;;;0;0;Exploitation de lanceurs au Centre spatial guyanais;;15-lanceurs_centre_spatial_guyanais
pjl11-374;projet de loi autorisant la ratification de la convention internationale pour la répression des actes de terrorisme nucléaire;projet de loi;2012-02-15;https://www.senat.fr/dossier-legislatif/pjl11-374.html;promulgué;;;2013-04-20;Loi n° 2013-327 du 19 avril 2013;Affaires étrangères et coopération,Police et sécurité,Traités et conventions,Défense;0;0;Actes de terrorisme nucléaire;;14-convention_repression_terrorisme_nucleaire
15-communication_audiovisuel_et_souverainete_culturelle;Communication audiovisuelle et souveraineté culturelle;projet de loi;2019-12-05;http://www.assemblee-nationale.fr/dyn/15/dossiers/communication_audiovisuel_et_souverainete_culturelle;;;;;;;1066;0;Communication audiovisuelle et souveraineté culturelle;;15-communication_audiovisuel_et_souverainete_culturelle
15-versement_prime_naissance_avant_enfant;Versement de la prime de naissance avant la naissance;proposition de loi;2018-07-11;http://www.assemblee-nationale.fr/dyn/15/dossiers/versement_prime_naissance_avant_enfant;;;;;;;9;0;Versement de la prime de naissance avant la naissance;;15-versement_prime_naissance_avant_enfant
pjl17-521;projet de loi autorisant l'approbation des accords entre la France et la Moldavie, la France et le Bénin, la France et la Serbie et la France et l'Albanie relatifs à l'emploi salarié des membres des familles des agents des missions officielles de chaque État;projet de loi;2018-05-30;https://www.senat.fr/dossier-legislatif/pjl17-521.html;promulgué;;;2019-02-26;Loi n° 2019-129 du 25 février 2019;Affaires étrangères et coopération,Traités et conventions;0;243;Accords avec la Moldavie, le Bénin, la Serbie et l'Albanie;;15-accord_pays_emploi_familles_missions_officielles
